tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori,pm25
2015-05-21,DKI1 (Bunderan HI),80.0,18.0,26.0,48.0,19.0,80.0,PM10,SEDANG,
2015-05-22,DKI1 (Bunderan HI),80.0,19.0,23.0,60.0,17.0,80.0,PM10,SEDANG,
2015-05-23,DKI1 (Bunderan HI),80.0,22.0,21.0,51.0,15.0,80.0,PM10,SEDANG,
2015-05-24,DKI1 (Bunderan HI),72.0,19.0,17.0,46.0,17.0,72.0,PM10,SEDANG,
2015-05-25,DKI1 (Bunderan HI),67.0,15.0,21.0,,13.0,67.0,PM10,SEDANG,
2015-05-26,DKI1 (Bunderan HI),68.0,15.0,24.0,54.0,17.0,68.0,PM10,SEDANG,
2015-05-27,DKI1 (Bunderan HI),66.0,14.0,24.0,26.0,13.0,66.0,PM10,SEDANG,
2015-05-28,DKI1 (Bunderan HI),59.0,14.0,21.0,,9.0,59.0,PM10,SEDANG,
2015-05-29,DKI1 (Bunderan HI),64.0,14.0,23.0,,22.0,64.0,PM10,SEDANG,
2015-05-30,DKI1 (Bunderan HI),66.0,14.0,19.0,,18.0,66.0,PM10,SEDANG,
2015-05-31,DKI1 (Bunderan HI),69.0,14.0,18.0,,14.0,69.0,PM10,SEDANG,
2015-06-01,DKI1 (Bunderan HI),60.0,15.0,26.0,,17.0,60.0,PM10,SEDANG,
2015-06-02,DKI1 (Bunderan HI),76.0,15.0,35.0,,17.0,76.0,PM10,SEDANG,
2015-06-03,DKI1 (Bunderan HI),55.0,15.0,26.0,,16.0,55.0,PM10,SEDANG,
2015-06-04,DKI1 (Bunderan HI),71.0,15.0,27.0,,12.0,71.0,PM10,SEDANG,
2015-06-05,DKI1 (Bunderan HI),58.0,15.0,26.0,,16.0,58.0,PM10,SEDANG,
2015-06-06,DKI1 (Bunderan HI),69.0,16.0,27.0,46.0,22.0,69.0,PM10,SEDANG,
2015-06-07,DKI1 (Bunderan HI),60.0,16.0,16.0,,16.0,60.0,PM10,SEDANG,
2015-06-08,DKI1 (Bunderan HI),74.0,16.0,31.0,,15.0,74.0,PM10,SEDANG,
2015-06-09,DKI1 (Bunderan HI),77.0,16.0,27.0,,18.0,77.0,PM10,SEDANG,
2015-06-10,DKI1 (Bunderan HI),78.0,18.0,47.0,,21.0,78.0,PM10,SEDANG,
2015-06-11,DKI1 (Bunderan HI),71.0,17.0,29.0,,28.0,71.0,PM10,SEDANG,
2015-06-12,DKI1 (Bunderan HI),86.0,24.0,33.0,,19.0,86.0,PM10,SEDANG,
2015-06-13,DKI1 (Bunderan HI),,30.0,25.0,60.0,32.0,60.0,O3,SEDANG,
2015-06-14,DKI1 (Bunderan HI),,30.0,26.0,58.0,22.0,58.0,O3,SEDANG,
2015-06-15,DKI1 (Bunderan HI),,28.0,35.0,,26.0,35.0,CO,BAIK,
2015-06-16,DKI1 (Bunderan HI),80.0,32.0,28.0,59.0,29.0,80.0,PM10,SEDANG,
2015-06-17,DKI1 (Bunderan HI),77.0,37.0,28.0,43.0,25.0,77.0,PM10,SEDANG,
2015-06-18,DKI1 (Bunderan HI),72.0,34.0,24.0,46.0,19.0,72.0,PM10,SEDANG,
2015-06-19,DKI1 (Bunderan HI),70.0,32.0,22.0,49.0,28.0,70.0,PM10,SEDANG,
2015-06-20,DKI1 (Bunderan HI),72.0,37.0,17.0,43.0,25.0,72.0,PM10,SEDANG,
2015-06-21,DKI1 (Bunderan HI),68.0,31.0,17.0,63.0,14.0,68.0,PM10,SEDANG,
2015-06-22,DKI1 (Bunderan HI),64.0,26.0,17.0,,16.0,64.0,PM10,SEDANG,
2015-06-23,DKI1 (Bunderan HI),75.0,30.0,27.0,60.0,30.0,75.0,PM10,SEDANG,
2015-06-24,DKI1 (Bunderan HI),80.0,34.0,29.0,50.0,29.0,80.0,PM10,SEDANG,
2015-06-25,DKI1 (Bunderan HI),83.0,33.0,36.0,39.0,23.0,83.0,PM10,SEDANG,
2015-06-26,DKI1 (Bunderan HI),76.0,34.0,21.0,37.0,18.0,76.0,PM10,SEDANG,
2015-06-27,DKI1 (Bunderan HI),81.0,33.0,23.0,39.0,12.0,81.0,PM10,SEDANG,
2015-06-28,DKI1 (Bunderan HI),69.0,26.0,16.0,,15.0,69.0,PM10,SEDANG,
2015-06-29,DKI1 (Bunderan HI),84.0,28.0,30.0,64.0,22.0,84.0,PM10,SEDANG,
2015-06-30,DKI1 (Bunderan HI),81.0,31.0,27.0,,22.0,81.0,PM10,SEDANG,
2015-07-01,DKI1 (Bunderan HI),75.0,32.0,25.0,57.0,24.0,75.0,PM10,SEDANG,
2015-07-02,DKI1 (Bunderan HI),80.0,34.0,21.0,47.0,21.0,80.0,PM10,SEDANG,
2015-07-03,DKI1 (Bunderan HI),74.0,35.0,23.0,76.0,19.0,76.0,O3,SEDANG,
2015-07-04,DKI1 (Bunderan HI),77.0,40.0,22.0,71.0,22.0,77.0,PM10,SEDANG,
2015-07-05,DKI1 (Bunderan HI),94.0,35.0,47.0,67.0,20.0,94.0,PM10,SEDANG,
2015-07-06,DKI1 (Bunderan HI),73.0,34.0,25.0,62.0,21.0,73.0,PM10,SEDANG,
2015-07-07,DKI1 (Bunderan HI),69.0,37.0,27.0,59.0,27.0,69.0,PM10,SEDANG,
2015-07-08,DKI1 (Bunderan HI),68.0,33.0,26.0,66.0,21.0,68.0,PM10,SEDANG,
2015-07-09,DKI1 (Bunderan HI),61.0,32.0,21.0,74.0,22.0,74.0,O3,SEDANG,
2015-07-10,DKI1 (Bunderan HI),62.0,35.0,18.0,56.0,27.0,62.0,PM10,SEDANG,
2015-07-11,DKI1 (Bunderan HI),65.0,34.0,22.0,41.0,15.0,65.0,PM10,SEDANG,
2015-07-12,DKI1 (Bunderan HI),59.0,29.0,17.0,35.0,13.0,59.0,PM10,SEDANG,
2015-07-13,DKI1 (Bunderan HI),56.0,31.0,17.0,,10.0,56.0,PM10,SEDANG,
2015-07-14,DKI1 (Bunderan HI),56.0,32.0,17.0,32.0,12.0,56.0,PM10,SEDANG,
2015-07-15,DKI1 (Bunderan HI),54.0,32.0,16.0,34.0,12.0,54.0,PM10,SEDANG,
2015-07-16,DKI1 (Bunderan HI),51.0,31.0,14.0,29.0,9.0,51.0,PM10,SEDANG,
2015-07-17,DKI1 (Bunderan HI),53.0,31.0,20.0,42.0,8.0,53.0,PM10,SEDANG,
2015-07-18,DKI1 (Bunderan HI),51.0,30.0,9.0,41.0,8.0,51.0,PM10,SEDANG,
2015-07-19,DKI1 (Bunderan HI),51.0,29.0,8.0,39.0,8.0,51.0,PM10,SEDANG,
2015-07-20,DKI1 (Bunderan HI),49.0,30.0,9.0,40.0,8.0,49.0,PM10,BAIK,
2015-07-21,DKI1 (Bunderan HI),52.0,30.0,9.0,40.0,9.0,52.0,PM10,SEDANG,
2015-07-22,DKI1 (Bunderan HI),54.0,27.0,17.0,,10.0,54.0,PM10,SEDANG,
2015-07-23,DKI1 (Bunderan HI),58.0,28.0,16.0,,11.0,58.0,PM10,SEDANG,
2015-07-24,DKI1 (Bunderan HI),55.0,29.0,14.0,,9.0,55.0,PM10,SEDANG,
2015-07-25,DKI1 (Bunderan HI),60.0,32.0,15.0,46.0,12.0,60.0,PM10,SEDANG,
2015-07-26,DKI1 (Bunderan HI),66.0,27.0,13.0,61.0,11.0,66.0,PM10,SEDANG,
2015-07-27,DKI1 (Bunderan HI),61.0,27.0,22.0,44.0,17.0,61.0,PM10,SEDANG,
2015-07-28,DKI1 (Bunderan HI),55.0,34.0,21.0,40.0,16.0,55.0,PM10,SEDANG,
2015-07-29,DKI1 (Bunderan HI),64.0,33.0,22.0,41.0,17.0,64.0,PM10,SEDANG,
2015-07-30,DKI1 (Bunderan HI),64.0,33.0,22.0,54.0,15.0,64.0,PM10,SEDANG,
2015-07-31,DKI1 (Bunderan HI),60.0,32.0,21.0,52.0,22.0,60.0,PM10,SEDANG,
2015-08-01,DKI1 (Bunderan HI),64.0,30.0,28.0,54.0,20.0,64.0,PM10,SEDANG,
2015-08-02,DKI1 (Bunderan HI),67.0,27.0,19.0,63.0,15.0,67.0,PM10,SEDANG,
2015-08-03,DKI1 (Bunderan HI),60.0,35.0,25.0,36.0,17.0,60.0,PM10,SEDANG,
2015-08-04,DKI1 (Bunderan HI),76.0,38.0,27.0,43.0,24.0,76.0,PM10,SEDANG,
2015-08-05,DKI1 (Bunderan HI),71.0,35.0,21.0,52.0,20.0,71.0,PM10,SEDANG,
2015-08-06,DKI1 (Bunderan HI),66.0,34.0,24.0,51.0,19.0,66.0,PM10,SEDANG,
2015-08-07,DKI1 (Bunderan HI),60.0,31.0,19.0,63.0,18.0,63.0,O3,SEDANG,
2015-08-08,DKI1 (Bunderan HI),64.0,26.0,17.0,,22.0,64.0,PM10,SEDANG,
2015-08-09,DKI1 (Bunderan HI),74.0,30.0,17.0,49.0,20.0,74.0,PM10,SEDANG,
2015-08-10,DKI1 (Bunderan HI),59.0,29.0,23.0,44.0,13.0,59.0,PM10,SEDANG,
2015-08-11,DKI1 (Bunderan HI),62.0,29.0,24.0,41.0,15.0,62.0,PM10,SEDANG,
2015-08-12,DKI1 (Bunderan HI),60.0,26.0,20.0,45.0,22.0,60.0,PM10,SEDANG,
2015-08-13,DKI1 (Bunderan HI),71.0,25.0,27.0,38.0,19.0,71.0,PM10,SEDANG,
2015-08-14,DKI1 (Bunderan HI),59.0,25.0,22.0,34.0,13.0,59.0,PM10,SEDANG,
2015-08-15,DKI1 (Bunderan HI),55.0,25.0,19.0,44.0,16.0,55.0,PM10,SEDANG,
2015-08-16,DKI1 (Bunderan HI),61.0,25.0,14.0,44.0,10.0,61.0,PM10,SEDANG,
2015-08-17,DKI1 (Bunderan HI),53.0,27.0,13.0,39.0,14.0,53.0,PM10,SEDANG,
2015-08-18,DKI1 (Bunderan HI),56.0,29.0,23.0,38.0,18.0,56.0,PM10,SEDANG,
2015-08-19,DKI1 (Bunderan HI),62.0,29.0,24.0,52.0,16.0,62.0,PM10,SEDANG,
2015-08-20,DKI1 (Bunderan HI),73.0,26.0,25.0,51.0,28.0,73.0,PM10,SEDANG,
2015-08-21,DKI1 (Bunderan HI),67.0,28.0,21.0,57.0,22.0,67.0,PM10,SEDANG,
2015-08-22,DKI1 (Bunderan HI),65.0,32.0,18.0,55.0,19.0,65.0,PM10,SEDANG,
2015-08-23,DKI1 (Bunderan HI),68.0,31.0,14.0,51.0,20.0,68.0,PM10,SEDANG,
2015-08-24,DKI1 (Bunderan HI),69.0,33.0,24.0,43.0,21.0,69.0,PM10,SEDANG,
2015-08-25,DKI1 (Bunderan HI),72.0,34.0,21.0,55.0,21.0,72.0,PM10,SEDANG,
2015-08-26,DKI1 (Bunderan HI),74.0,35.0,24.0,44.0,26.0,74.0,PM10,SEDANG,
2015-08-27,DKI1 (Bunderan HI),71.0,34.0,22.0,53.0,22.0,71.0,PM10,SEDANG,
2015-08-28,DKI1 (Bunderan HI),72.0,32.0,23.0,41.0,24.0,72.0,PM10,SEDANG,
2015-08-29,DKI1 (Bunderan HI),71.0,32.0,21.0,41.0,15.0,71.0,PM10,SEDANG,
2015-08-30,DKI1 (Bunderan HI),59.0,30.0,13.0,59.0,13.0,59.0,PM10,SEDANG,
2015-08-31,DKI1 (Bunderan HI),63.0,31.0,17.0,56.0,24.0,63.0,PM10,SEDANG,
2015-09-01,DKI1 (Bunderan HI),66.0,34.0,17.0,59.0,24.0,66.0,PM10,SEDANG,
2015-09-02,DKI1 (Bunderan HI),74.0,39.0,21.0,43.0,25.0,74.0,PM10,SEDANG,
2015-09-03,DKI1 (Bunderan HI),75.0,37.0,22.0,44.0,21.0,75.0,PM10,SEDANG,
2015-09-04,DKI1 (Bunderan HI),67.0,35.0,21.0,42.0,19.0,67.0,PM10,SEDANG,
2015-09-05,DKI1 (Bunderan HI),59.0,33.0,17.0,55.0,18.0,59.0,PM10,SEDANG,
2015-09-06,DKI1 (Bunderan HI),64.0,32.0,14.0,58.0,16.0,64.0,PM10,SEDANG,
2015-09-07,DKI1 (Bunderan HI),66.0,33.0,24.0,44.0,20.0,66.0,PM10,SEDANG,
2015-09-08,DKI1 (Bunderan HI),70.0,33.0,23.0,53.0,18.0,70.0,PM10,SEDANG,
2015-09-09,DKI1 (Bunderan HI),72.0,31.0,25.0,59.0,23.0,72.0,PM10,SEDANG,
2015-09-10,DKI1 (Bunderan HI),70.0,35.0,26.0,52.0,24.0,70.0,PM10,SEDANG,
2015-09-11,DKI1 (Bunderan HI),70.0,34.0,25.0,47.0,18.0,70.0,PM10,SEDANG,
2015-09-12,DKI1 (Bunderan HI),69.0,31.0,20.0,49.0,17.0,69.0,PM10,SEDANG,
2015-09-13,DKI1 (Bunderan HI),61.0,29.0,15.0,57.0,13.0,61.0,PM10,SEDANG,
2015-09-14,DKI1 (Bunderan HI),64.0,28.0,17.0,65.0,19.0,65.0,O3,SEDANG,
2015-09-15,DKI1 (Bunderan HI),75.0,31.0,27.0,45.0,23.0,75.0,PM10,SEDANG,
2015-09-16,DKI1 (Bunderan HI),65.0,31.0,23.0,44.0,17.0,65.0,PM10,SEDANG,
2015-09-17,DKI1 (Bunderan HI),67.0,33.0,23.0,46.0,16.0,67.0,PM10,SEDANG,
2015-09-18,DKI1 (Bunderan HI),68.0,31.0,22.0,39.0,14.0,68.0,PM10,SEDANG,
2015-09-19,DKI1 (Bunderan HI),67.0,33.0,21.0,38.0,17.0,67.0,PM10,SEDANG,
2015-09-20,DKI1 (Bunderan HI),,30.0,16.0,60.0,19.0,60.0,O3,SEDANG,
2015-09-21,DKI1 (Bunderan HI),,32.0,26.0,53.0,22.0,53.0,O3,SEDANG,
2015-09-22,DKI1 (Bunderan HI),83.0,34.0,29.0,46.0,24.0,83.0,PM10,SEDANG,
2015-09-23,DKI1 (Bunderan HI),82.0,37.0,29.0,71.0,23.0,82.0,PM10,SEDANG,
2015-09-24,DKI1 (Bunderan HI),83.0,33.0,35.0,66.0,23.0,83.0,PM10,SEDANG,
2015-09-25,DKI1 (Bunderan HI),79.0,32.0,21.0,65.0,19.0,79.0,PM10,SEDANG,
2015-09-26,DKI1 (Bunderan HI),77.0,34.0,21.0,39.0,18.0,77.0,PM10,SEDANG,
2015-09-27,DKI1 (Bunderan HI),74.0,32.0,16.0,48.0,13.0,74.0,PM10,SEDANG,
2015-09-28,DKI1 (Bunderan HI),61.0,30.0,20.0,45.0,19.0,61.0,PM10,SEDANG,
2015-09-29,DKI1 (Bunderan HI),74.0,31.0,26.0,40.0,20.0,74.0,PM10,SEDANG,
2015-09-30,DKI1 (Bunderan HI),67.0,33.0,21.0,39.0,23.0,67.0,PM10,SEDANG,
2015-10-01,DKI1 (Bunderan HI),76.0,36.0,26.0,47.0,27.0,76.0,PM10,SEDANG,
2015-10-02,DKI1 (Bunderan HI),68.0,33.0,23.0,40.0,16.0,68.0,PM10,SEDANG,
2015-10-03,DKI1 (Bunderan HI),66.0,32.0,19.0,43.0,12.0,66.0,PM10,SEDANG,
2015-10-04,DKI1 (Bunderan HI),67.0,33.0,16.0,45.0,11.0,67.0,PM10,SEDANG,
2015-10-05,DKI1 (Bunderan HI),63.0,31.0,20.0,45.0,21.0,63.0,PM10,SEDANG,
2015-10-06,DKI1 (Bunderan HI),82.0,33.0,23.0,49.0,22.0,82.0,PM10,SEDANG,
2015-10-07,DKI1 (Bunderan HI),71.0,30.0,23.0,46.0,25.0,71.0,PM10,SEDANG,
2015-10-08,DKI1 (Bunderan HI),70.0,27.0,24.0,43.0,23.0,70.0,PM10,SEDANG,
2015-10-09,DKI1 (Bunderan HI),64.0,27.0,23.0,42.0,22.0,64.0,PM10,SEDANG,
2015-10-10,DKI1 (Bunderan HI),74.0,31.0,25.0,48.0,18.0,74.0,PM10,SEDANG,
2015-10-11,DKI1 (Bunderan HI),62.0,32.0,16.0,45.0,11.0,62.0,PM10,SEDANG,
2015-10-12,DKI1 (Bunderan HI),63.0,32.0,23.0,46.0,21.0,63.0,PM10,SEDANG,
2015-10-13,DKI1 (Bunderan HI),64.0,28.0,22.0,38.0,22.0,64.0,PM10,SEDANG,
2015-10-14,DKI1 (Bunderan HI),60.0,29.0,18.0,57.0,21.0,60.0,PM10,SEDANG,
2015-10-15,DKI1 (Bunderan HI),78.0,31.0,27.0,51.0,19.0,78.0,PM10,SEDANG,
2015-10-16,DKI1 (Bunderan HI),55.0,34.0,22.0,60.0,24.0,60.0,O3,SEDANG,
2015-10-17,DKI1 (Bunderan HI),70.0,36.0,26.0,36.0,19.0,70.0,PM10,SEDANG,
2015-10-18,DKI1 (Bunderan HI),77.0,33.0,37.0,71.0,20.0,77.0,PM10,SEDANG,
2015-10-19,DKI1 (Bunderan HI),77.0,36.0,30.0,48.0,22.0,77.0,PM10,SEDANG,
2015-10-20,DKI1 (Bunderan HI),66.0,35.0,25.0,60.0,23.0,66.0,PM10,SEDANG,
2015-10-21,DKI1 (Bunderan HI),69.0,33.0,23.0,47.0,23.0,69.0,PM10,SEDANG,
2015-10-22,DKI1 (Bunderan HI),57.0,34.0,22.0,41.0,14.0,57.0,PM10,SEDANG,
2015-10-23,DKI1 (Bunderan HI),73.0,34.0,25.0,40.0,26.0,73.0,PM10,SEDANG,
2015-10-24,DKI1 (Bunderan HI),81.0,34.0,27.0,50.0,25.0,81.0,PM10,SEDANG,
2015-10-25,DKI1 (Bunderan HI),72.0,29.0,17.0,61.0,19.0,72.0,PM10,SEDANG,
2015-10-26,DKI1 (Bunderan HI),74.0,29.0,28.0,44.0,24.0,74.0,PM10,SEDANG,
2015-10-27,DKI1 (Bunderan HI),84.0,33.0,31.0,45.0,27.0,84.0,PM10,SEDANG,
2015-10-28,DKI1 (Bunderan HI),68.0,28.0,26.0,32.0,21.0,68.0,PM10,SEDANG,
2015-10-29,DKI1 (Bunderan HI),68.0,27.0,27.0,36.0,24.0,68.0,PM10,SEDANG,
2015-10-30,DKI1 (Bunderan HI),75.0,27.0,26.0,41.0,22.0,75.0,PM10,SEDANG,
2015-10-31,DKI1 (Bunderan HI),71.0,27.0,29.0,39.0,26.0,71.0,PM10,SEDANG,
2015-11-01,DKI1 (Bunderan HI),65.0,27.0,17.0,42.0,19.0,65.0,PM10,SEDANG,
2015-11-02,DKI1 (Bunderan HI),72.0,27.0,30.0,27.0,24.0,72.0,PM10,SEDANG,
2015-11-03,DKI1 (Bunderan HI),57.0,27.0,22.0,,17.0,57.0,PM10,SEDANG,
2015-11-04,DKI1 (Bunderan HI),62.0,28.0,26.0,18.0,19.0,62.0,PM10,SEDANG,
2015-11-05,DKI1 (Bunderan HI),77.0,25.0,31.0,31.0,19.0,77.0,PM10,SEDANG,
2015-11-06,DKI1 (Bunderan HI),73.0,18.0,25.0,27.0,20.0,73.0,PM10,SEDANG,
2015-11-07,DKI1 (Bunderan HI),69.0,18.0,29.0,27.0,24.0,69.0,PM10,SEDANG,
2015-11-08,DKI1 (Bunderan HI),78.0,18.0,39.0,32.0,18.0,78.0,PM10,SEDANG,
2015-11-09,DKI1 (Bunderan HI),53.0,18.0,18.0,44.0,18.0,53.0,PM10,SEDANG,
2015-11-10,DKI1 (Bunderan HI),57.0,18.0,22.0,41.0,23.0,57.0,PM10,SEDANG,
2015-11-11,DKI1 (Bunderan HI),73.0,18.0,31.0,41.0,25.0,73.0,PM10,SEDANG,
2015-11-12,DKI1 (Bunderan HI),74.0,18.0,31.0,41.0,22.0,74.0,PM10,SEDANG,
2015-11-13,DKI1 (Bunderan HI),56.0,18.0,20.0,36.0,21.0,56.0,PM10,SEDANG,
2015-11-14,DKI1 (Bunderan HI),53.0,18.0,20.0,,24.0,53.0,PM10,SEDANG,
2015-11-15,DKI1 (Bunderan HI),60.0,18.0,23.0,,15.0,60.0,PM10,SEDANG,
2015-11-16,DKI1 (Bunderan HI),51.0,18.0,14.0,35.0,15.0,51.0,PM10,SEDANG,
2015-11-17,DKI1 (Bunderan HI),56.0,18.0,18.0,34.0,20.0,56.0,PM10,SEDANG,
2015-11-18,DKI1 (Bunderan HI),66.0,18.0,17.0,28.0,17.0,66.0,PM10,SEDANG,
2015-11-19,DKI1 (Bunderan HI),60.0,18.0,14.0,13.0,17.0,60.0,PM10,SEDANG,
2015-11-20,DKI1 (Bunderan HI),71.0,18.0,20.0,40.0,20.0,71.0,PM10,SEDANG,
2015-11-21,DKI1 (Bunderan HI),70.0,18.0,13.0,19.0,19.0,70.0,PM10,SEDANG,
2015-11-22,DKI1 (Bunderan HI),63.0,18.0,11.0,44.0,18.0,63.0,PM10,SEDANG,
2015-11-23,DKI1 (Bunderan HI),65.0,18.0,17.0,29.0,17.0,65.0,PM10,SEDANG,
2015-11-24,DKI1 (Bunderan HI),59.0,18.0,18.0,25.0,15.0,59.0,PM10,SEDANG,
2015-11-25,DKI1 (Bunderan HI),67.0,18.0,25.0,39.0,27.0,67.0,PM10,SEDANG,
2015-11-26,DKI1 (Bunderan HI),51.0,19.0,19.0,35.0,24.0,51.0,PM10,SEDANG,
2015-11-27,DKI1 (Bunderan HI),72.0,19.0,17.0,35.0,22.0,72.0,PM10,SEDANG,
2015-11-28,DKI1 (Bunderan HI),71.0,18.0,17.0,,24.0,71.0,PM10,SEDANG,
2015-11-29,DKI1 (Bunderan HI),62.0,18.0,15.0,20.0,17.0,62.0,PM10,SEDANG,
2015-11-30,DKI1 (Bunderan HI),69.0,18.0,15.0,33.0,21.0,69.0,PM10,SEDANG,
2015-12-01,DKI1 (Bunderan HI),62.0,18.0,37.0,40.0,22.0,62.0,PM10,SEDANG,
2015-12-02,DKI1 (Bunderan HI),65.0,20.0,19.0,51.0,20.0,65.0,PM10,SEDANG,
2015-12-03,DKI1 (Bunderan HI),69.0,21.0,25.0,43.0,26.0,69.0,PM10,SEDANG,
2015-12-04,DKI1 (Bunderan HI),63.0,21.0,23.0,36.0,24.0,63.0,PM10,SEDANG,
2015-12-05,DKI1 (Bunderan HI),66.0,20.0,27.0,39.0,25.0,66.0,PM10,SEDANG,
2015-12-06,DKI1 (Bunderan HI),71.0,20.0,34.0,46.0,19.0,71.0,PM10,SEDANG,
2015-12-07,DKI1 (Bunderan HI),,24.0,,27.0,,27.0,O3,BAIK,
2015-12-08,DKI1 (Bunderan HI),,26.0,,20.0,,26.0,SO2,BAIK,
2015-12-09,DKI1 (Bunderan HI),,27.0,,45.0,,45.0,O3,BAIK,
2015-12-10,DKI1 (Bunderan HI),,28.0,,50.0,,50.0,O3,BAIK,
2015-12-11,DKI1 (Bunderan HI),,27.0,20.0,40.0,,40.0,O3,BAIK,
2015-12-12,DKI1 (Bunderan HI),,25.0,18.0,36.0,,36.0,O3,BAIK,
2015-12-13,DKI1 (Bunderan HI),,25.0,24.0,29.0,,29.0,O3,BAIK,
2015-12-14,DKI1 (Bunderan HI),,21.0,12.0,16.0,,21.0,SO2,BAIK,
2015-12-15,DKI1 (Bunderan HI),,22.0,,15.0,,22.0,SO2,BAIK,
2015-12-16,DKI1 (Bunderan HI),,19.0,15.0,27.0,,27.0,O3,BAIK,
2015-12-17,DKI1 (Bunderan HI),39.0,18.0,15.0,20.0,,39.0,PM10,BAIK,
2015-12-18,DKI1 (Bunderan HI),46.0,18.0,13.0,24.0,,46.0,PM10,BAIK,
2015-12-19,DKI1 (Bunderan HI),68.0,18.0,16.0,25.0,,68.0,PM10,SEDANG,
2015-12-20,DKI1 (Bunderan HI),51.0,18.0,20.0,31.0,,51.0,PM10,SEDANG,
2015-12-21,DKI1 (Bunderan HI),37.0,18.0,11.0,27.0,,37.0,PM10,BAIK,
2015-12-22,DKI1 (Bunderan HI),48.0,18.0,9.0,24.0,,48.0,PM10,BAIK,
2015-12-23,DKI1 (Bunderan HI),41.0,19.0,10.0,21.0,,41.0,PM10,BAIK,
2015-12-24,DKI1 (Bunderan HI),40.0,18.0,9.0,23.0,,40.0,PM10,BAIK,
2015-12-25,DKI1 (Bunderan HI),38.0,18.0,10.0,37.0,,38.0,PM10,BAIK,
2015-12-26,DKI1 (Bunderan HI),41.0,19.0,9.0,32.0,,41.0,PM10,BAIK,
2015-12-27,DKI1 (Bunderan HI),51.0,19.0,12.0,32.0,,51.0,PM10,SEDANG,
2015-12-28,DKI1 (Bunderan HI),54.0,19.0,21.0,,,54.0,PM10,SEDANG,
2015-12-29,DKI1 (Bunderan HI),56.0,19.0,21.0,25.0,,56.0,PM10,SEDANG,
2015-12-30,DKI1 (Bunderan HI),55.0,19.0,15.0,23.0,,55.0,PM10,SEDANG,
2015-12-31,DKI1 (Bunderan HI),43.0,19.0,14.0,22.0,2.0,43.0,PM10,BAIK,
2016-01-01,DKI1 (Bunderan HI),59.0,19.0,27.0,31.0,1.0,59.0,PM10,SEDANG,
2016-01-02,DKI1 (Bunderan HI),52.0,19.0,,33.0,2.0,52.0,PM10,SEDANG,
2016-01-03,DKI1 (Bunderan HI),44.0,19.0,,36.0,2.0,44.0,PM10,BAIK,
2016-01-04,DKI1 (Bunderan HI),58.0,21.0,,46.0,5.0,58.0,PM10,SEDANG,
2016-01-05,DKI1 (Bunderan HI),70.0,19.0,,41.0,4.0,70.0,PM10,SEDANG,
2016-01-06,DKI1 (Bunderan HI),69.0,19.0,,19.0,4.0,69.0,PM10,SEDANG,
2016-01-07,DKI1 (Bunderan HI),58.0,19.0,,25.0,3.0,58.0,PM10,SEDANG,
2016-01-08,DKI1 (Bunderan HI),46.0,24.0,,,3.0,46.0,PM10,BAIK,
2016-01-09,DKI1 (Bunderan HI),51.0,32.0,,,2.0,51.0,PM10,SEDANG,
2016-01-10,DKI1 (Bunderan HI),59.0,39.0,,43.0,3.0,59.0,PM10,SEDANG,
2016-01-11,DKI1 (Bunderan HI),66.0,38.0,,29.0,3.0,66.0,PM10,SEDANG,
2016-01-12,DKI1 (Bunderan HI),60.0,37.0,,31.0,4.0,60.0,PM10,SEDANG,
2016-01-13,DKI1 (Bunderan HI),60.0,37.0,,,2.0,60.0,PM10,SEDANG,
2016-01-14,DKI1 (Bunderan HI),51.0,38.0,,,3.0,51.0,PM10,SEDANG,
2016-01-15,DKI1 (Bunderan HI),53.0,42.0,,,3.0,53.0,PM10,SEDANG,
2016-01-16,DKI1 (Bunderan HI),59.0,42.0,26.0,95.0,4.0,95.0,O3,SEDANG,
2016-01-17,DKI1 (Bunderan HI),58.0,42.0,19.0,149.0,4.0,149.0,O3,TIDAK SEHAT,
2016-01-18,DKI1 (Bunderan HI),73.0,44.0,32.0,87.0,4.0,87.0,O3,SEDANG,
2016-01-19,DKI1 (Bunderan HI),60.0,45.0,24.0,78.0,4.0,78.0,O3,SEDANG,
2016-01-20,DKI1 (Bunderan HI),54.0,44.0,33.0,69.0,3.0,69.0,O3,SEDANG,
2016-01-21,DKI1 (Bunderan HI),66.0,48.0,31.0,53.0,3.0,66.0,PM10,SEDANG,
2016-01-22,DKI1 (Bunderan HI),65.0,41.0,31.0,45.0,2.0,65.0,PM10,SEDANG,
2016-01-23,DKI1 (Bunderan HI),43.0,40.0,25.0,51.0,3.0,51.0,O3,SEDANG,
2016-01-24,DKI1 (Bunderan HI),55.0,41.0,38.0,48.0,2.0,55.0,PM10,SEDANG,
2016-01-25,DKI1 (Bunderan HI),33.0,40.0,32.0,49.0,4.0,49.0,O3,BAIK,
2016-01-26,DKI1 (Bunderan HI),61.0,42.0,40.0,54.0,3.0,61.0,PM10,SEDANG,
2016-01-27,DKI1 (Bunderan HI),74.0,43.0,41.0,61.0,4.0,74.0,PM10,SEDANG,
2016-01-28,DKI1 (Bunderan HI),58.0,42.0,30.0,77.0,3.0,77.0,O3,SEDANG,
2016-01-29,DKI1 (Bunderan HI),58.0,44.0,29.0,79.0,4.0,79.0,O3,SEDANG,
2016-01-30,DKI1 (Bunderan HI),45.0,42.0,22.0,62.0,2.0,62.0,O3,SEDANG,
